No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
24294,2012,10,9,5,239.0,14,15.0,1013.0,cv,0.89,0,3
22365,2012,7,20,20,189.0,25,29.0,1004.0,SE,29.96,0,0
22288,2012,7,17,15,,21,32.0,1008.0,SE,41.58,0,0
25124,2012,11,12,19,43.0,-11,6.0,1016.0,NW,62.12,0,0
2919,2010,5,2,14,65.0,-5,32.0,1002.0,NW,4.02,0,0
42133,2014,10,22,12,104.0,5,11.0,1023.0,SE,1.79,0,0
563,2010,1,24,10,,-12,-4.0,1019.0,cv,1.78,0,0
38568,2014,5,26,23,31.0,-1,31.0,995.0,NW,3.13,0,0
10081,2011,2,25,0,55.0,-6,-1.0,1030.0,SE,21.91,0,0
2419,2010,4,11,18,81.0,2,7.0,1015.0,NE,3.58,0,0
35631,2014,1,24,14,122.0,-21,10.0,1016.0,NE,4.92,0,0
30169,2013,6,11,0,40.0,16,19.0,1010.0,SE,22.36,0,0
35358,2014,1,13,5,105.0,-20,-11.0,1033.0,NW,5.37,0,0
37487,2014,4,11,22,103.0,-3,13.0,1018.0,SE,17.0,0,0
23061,2012,8,18,20,,22,23.0,1006.0,cv,1.78,0,0
40782,2014,8,27,5,45.0,13,17.0,1013.0,cv,3.13,0,0
39272,2014,6,25,7,90.0,18,24.0,1003.0,SE,1.79,0,0
20624,2012,5,9,7,125.0,8,18.0,1014.0,cv,0.89,0,0
21486,2012,6,14,5,13.0,14,17.0,1003.0,NW,10.28,0,0
36081,2014,2,12,8,124.0,-14,-7.0,1033.0,NW,24.59,0,0
42263,2014,10,27,22,51.0,0,8.0,1030.0,SE,35.76,0,0
22822,2012,8,8,21,35.0,23,26.0,1006.0,cv,0.45,0,0
20244,2012,4,23,11,266.0,14,19.0,1004.0,SE,4.92,0,0
27174,2013,2,6,5,212.0,-9,-9.0,1023.0,cv,0.89,0,0
41842,2014,10,10,9,323.0,15,16.0,1024.0,cv,1.78,0,0
3311,2010,5,18,22,41.0,7,15.0,1001.0,cv,1.79,0,0
20910,2012,5,21,5,,15,16.0,1015.0,cv,2.67,0,0
10745,2011,3,24,16,15.0,-18,12.0,1024.0,NW,169.88,0,0
27711,2013,2,28,14,89.0,-18,10.0,1013.0,NW,34.42,0,0
28839,2013,4,16,14,39.0,-4,21.0,1006.0,cv,2.68,0,0
26900,2013,1,25,19,109.0,-12,-6.0,1023.0,SE,0.89,0,0
38560,2014,5,26,15,26.0,5,33.0,995.0,SE,39.79,0,0
21291,2012,6,6,2,219.0,16,23.0,1003.0,SE,38.0,0,0
5309,2010,8,10,4,284.0,20,24.0,1006.0,NW,3.13,0,0
24415,2012,10,14,6,24.0,7,14.0,1020.0,cv,48.95,0,0
5539,2010,8,19,18,129.0,22,27.0,1012.0,SE,10.29,0,0
43329,2014,12,11,8,11.0,-16,-6.0,1034.0,NW,173.89,0,0
16615,2011,11,24,6,134.0,-10,-7.0,1028.0,NW,0.89,0,0
3155,2010,5,12,10,49.0,7,18.0,1020.0,SE,1.79,0,0
26767,2013,1,20,6,64.0,-7,-4.0,1032.0,cv,0.89,2,0
18554,2012,2,13,1,183.0,-10,-6.0,1024.0,cv,0.89,0,0
19772,2012,4,3,19,18.0,-14,18.0,1010.0,NW,36.66,0,0
13959,2011,8,5,14,142.0,23,30.0,1006.0,SE,13.42,0,0
43817,2014,12,31,16,8.0,-23,0.0,1032.0,NW,214.09,0,0
24429,2012,10,14,20,77.0,7,14.0,1020.0,cv,61.41,0,0
30504,2013,6,24,23,58.0,19,21.0,1002.0,NE,1.79,0,0
22480,2012,7,25,15,60.0,25,28.0,1007.0,SE,27.28,0,0
28815,2013,4,15,14,79.0,-1,18.0,1001.0,SE,17.88,0,0
43424,2014,12,15,7,47.0,-16,1.0,1025.0,NW,9.83,0,0
27846,2013,3,6,5,200.0,-6,2.0,1013.0,NW,16.1,0,0
35544,2014,1,20,23,11.0,-20,-1.0,1034.0,NW,284.74,0,0
6632,2010,10,4,7,27.0,7,9.0,1020.0,NW,15.2,0,0
13839,2011,7,31,14,37.0,21,33.0,1003.0,NE,5.37,0,0
37720,2014,4,21,15,25.0,-2,25.0,1013.0,SE,8.94,0,0
2245,2010,4,4,12,92.0,-8,19.0,1010.0,NW,4.02,0,0
42281,2014,10,28,16,51.0,2,14.0,1025.0,SE,1.79,0,0
26337,2013,1,2,8,13.0,-27,-12.0,1037.0,NW,194.03,0,0
6637,2010,10,4,12,17.0,5,22.0,1019.0,cv,3.57,0,0
14730,2011,9,6,17,125.0,17,28.0,1007.0,SE,25.93,0,0
13337,2011,7,10,16,87.0,20,30.0,1005.0,SE,10.73,0,0
19250,2012,3,13,1,111.0,-13,0.0,1023.0,SE,5.37,0,0
17927,2012,1,17,22,385.0,-4,-3.0,1025.0,cv,0.89,0,0
29129,2013,4,28,16,92.0,7,18.0,1007.0,cv,2.67,0,0
40887,2014,8,31,14,65.0,21,27.0,1012.0,SE,4.92,0,0
19078,2012,3,5,21,177.0,-6,-3.0,1012.0,cv,1.78,0,0
16749,2011,11,29,20,90.0,-6,1.0,1035.0,cv,3.12,0,0
37228,2014,4,1,3,177.0,6,9.0,1015.0,cv,3.12,0,0
29669,2013,5,21,4,71.0,6,18.0,996.0,SE,102.82,0,0
42806,2014,11,19,13,311.0,-1,8.0,1021.0,SE,1.79,0,0
24147,2012,10,3,2,259.0,14,15.0,1012.0,cv,0.45,0,0
34729,2013,12,18,0,12.0,-21,-5.0,1037.0,NE,42.92,0,0
27278,2013,2,10,13,20.0,-20,0.0,1031.0,NE,43.38,0,0
38174,2014,5,10,13,64.0,8,19.0,1016.0,SE,1.79,0,0
6794,2010,10,11,1,17.0,12,13.0,1014.0,NW,23.69,0,6
6243,2010,9,18,2,19.0,12,14.0,1014.0,cv,0.89,0,30
35093,2014,1,2,4,172.0,-12,-5.0,1020.0,cv,0.89,0,0
16072,2011,11,1,15,339.0,13,14.0,1022.0,NE,1.79,0,0
24209,2012,10,5,16,23.0,5,24.0,1017.0,SE,6.26,0,0
23753,2012,9,16,16,43.0,7,26.0,1018.0,SE,6.26,0,0
28558,2013,4,4,21,99.0,5,6.0,1015.0,NW,38.44,0,6
40986,2014,9,4,17,27.0,15,33.0,1003.0,SE,21.01,0,0
40185,2014,8,2,8,57.0,24,27.0,1005.0,SE,4.92,0,0
13142,2011,7,2,13,128.0,24,28.0,1000.0,SE,1.79,0,0
43259,2014,12,8,10,20.0,-14,1.0,1035.0,NW,3.58,0,0
34009,2013,11,18,0,14.0,-14,3.0,1027.0,NW,126.07,0,0
28188,2013,3,20,11,56.0,-6,2.0,1026.0,NW,3.13,0,0
17146,2011,12,16,9,17.0,-23,-6.0,1041.0,NW,224.86,0,0
13017,2011,6,27,8,127.0,19,25.0,999.0,cv,1.78,0,0
18282,2012,2,1,17,17.0,-24,-6.0,1035.0,NE,17.88,0,0
2843,2010,4,29,10,17.0,-8,15.0,1013.0,NW,47.83,0,0
14033,2011,8,8,16,102.0,21,34.0,998.0,SE,1.79,0,0
33078,2013,10,10,5,200.0,11,13.0,1007.0,NW,0.89,0,0
33107,2013,10,11,10,45.0,3,18.0,1017.0,cv,0.89,0,0
30196,2013,6,12,3,30.0,13,15.0,1008.0,cv,0.45,0,0
452,2010,1,19,19,426.0,-3,2.0,1020.0,NW,1.79,0,0
31722,2013,8,14,17,80.0,23,32.0,1003.0,SE,24.14,0,0
5473,2010,8,17,0,76.0,18,26.0,1008.0,SE,40.67,0,0
31201,2013,7,24,0,58.0,19,24.0,999.0,SE,38.45,0,0
27808,2013,3,4,15,13.0,-19,15.0,1022.0,cv,3.13,0,0
34421,2013,12,5,4,70.0,-12,6.0,1022.0,NE,7.6,0,0
4679,2010,7,14,22,174.0,22,25.0,1009.0,SE,0.89,0,0
9672,2011,2,7,23,263.0,-10,-4.0,1013.0,cv,1.79,0,0
40430,2014,8,12,13,21.0,12,33.0,1006.0,SE,9.39,0,0
32995,2013,10,6,18,177.0,14,19.0,1020.0,NW,4.02,0,0
16512,2011,11,19,23,9.0,-11,0.0,1029.0,NW,150.22,0,0
11499,2011,4,25,2,73.0,2,9.0,1006.0,cv,1.78,0,0
42152,2014,10,23,7,108.0,8,12.0,1017.0,cv,1.78,0,0
18361,2012,2,5,0,118.0,-19,-5.0,1023.0,SE,4.47,0,0
17281,2011,12,22,0,19.0,-18,-3.0,1034.0,NW,3.13,0,0
14673,2011,9,4,8,83.0,19,21.0,1015.0,NW,4.02,0,0
5533,2010,8,19,12,78.0,21,28.0,1012.0,NW,27.73,0,0
12083,2011,5,19,10,8.0,0,21.0,1012.0,NE,7.15,0,0
33911,2013,11,13,22,282.0,-1,4.0,1019.0,NW,3.13,0,0
11506,2011,4,25,9,165.0,3,14.0,1004.0,SE,3.13,0,0
1866,2010,3,19,17,234.0,2,7.0,1001.0,cv,1.78,0,0
11213,2011,4,13,4,189.0,3,11.0,1011.0,cv,0.89,0,0
17413,2011,12,27,12,146.0,-11,1.0,1030.0,cv,0.89,0,0
28191,2013,3,20,14,49.0,-10,5.0,1023.0,NW,16.99,0,0
13615,2011,7,22,6,65.0,22,23.0,1004.0,SE,54.09,0,0
36719,2014,3,10,22,187.0,-6,2.0,1020.0,SE,1.78,0,0
22541,2012,7,28,4,89.0,25,25.0,1003.0,SE,3.58,0,0
30251,2013,6,14,10,115.0,14,27.0,1009.0,SE,43.81,0,0
43288,2014,12,9,15,390.0,-8,0.0,1031.0,cv,0.89,0,0
36004,2014,2,9,3,10.0,-22,-9.0,1037.0,NW,71.08,0,0
41785,2014,10,8,0,301.0,11,12.0,1020.0,cv,2.23,0,0
19630,2012,3,28,21,38.0,-4,12.0,1020.0,SE,61.25,0,0
40166,2014,8,1,13,109.0,22,32.0,1006.0,cv,3.58,0,0
29636,2013,5,19,19,57.0,-10,23.0,1000.0,NW,78.24,0,0
28981,2013,4,22,12,201.0,7,15.0,1015.0,SE,7.15,0,0
40751,2014,8,25,22,30.0,11,27.0,1012.0,SE,23.24,0,0
40906,2014,9,1,9,123.0,20,23.0,1014.0,SE,3.58,0,0
32350,2013,9,9,21,103.0,16,21.0,1012.0,SE,30.41,0,0
27646,2013,2,25,21,144.0,-4,-1.0,1025.0,NW,17.89,0,0
31852,2013,8,20,3,69.0,19,24.0,1009.0,cv,0.45,0,0
11681,2011,5,2,16,41.0,-9,26.0,1009.0,NW,94.33,0,0
26861,2013,1,24,4,11.0,-13,-3.0,1023.0,NW,39.78,0,0
29633,2013,5,19,16,44.0,-16,27.0,998.0,NW,42.02,0,0
33168,2013,10,13,23,73.0,10,14.0,1020.0,cv,0.89,0,1
6567,2010,10,1,14,203.0,15,23.0,1017.0,SE,1.79,0,0
21138,2012,5,30,17,14.0,3,27.0,1015.0,SE,3.13,0,0
40698,2014,8,23,17,95.0,20,32.0,1003.0,SE,9.39,0,0
15548,2011,10,10,19,69.0,7,17.0,1025.0,SE,16.1,0,0
23516,2012,9,6,19,142.0,16,18.0,1016.0,cv,0.89,0,1
4077,2010,6,19,20,92.0,21,26.0,1004.0,SE,23.25,0,0
20538,2012,5,5,17,286.0,-1,29.0,1006.0,SE,7.6,0,0
33965,2013,11,16,4,150.0,-6,5.0,1014.0,NW,3.13,0,0
16639,2011,11,25,6,128.0,-8,-5.0,1030.0,NW,19.22,0,0
9765,2011,2,11,20,10.0,-18,-4.0,1034.0,NW,5.81,0,0
4566,2010,7,10,5,88.0,20,21.0,1005.0,SE,6.71,0,0
10558,2011,3,16,21,70.0,-12,4.0,1021.0,SE,30.39,0,0
38432,2014,5,21,7,79.0,13,19.0,1007.0,cv,1.78,0,0
38082,2014,5,6,17,108.0,6,20.0,1004.0,SE,12.07,0,0
14041,2011,8,9,0,,25,27.0,1001.0,SE,20.13,0,0
32285,2013,9,7,4,124.0,15,17.0,1016.0,cv,2.68,0,0
24816,2012,10,30,23,8.0,-12,10.0,1022.0,NW,27.71,0,0
23294,2012,8,28,13,78.0,21,32.0,1001.0,cv,1.79,0,0
40109,2014,7,30,4,88.0,22,23.0,1004.0,cv,0.89,0,0
9225,2011,1,20,8,15.0,-21,-11.0,1033.0,NW,15.2,0,0
29198,2013,5,1,13,28.0,-7,23.0,1014.0,SE,3.58,0,0
35538,2014,1,20,17,14.0,-24,2.0,1030.0,NW,240.49,0,0
24406,2012,10,13,21,59.0,6,11.0,1014.0,cv,40.94,0,0
3013,2010,5,6,12,20.0,1,25.0,1006.0,NW,52.73,0,0
1096,2010,2,15,15,15.0,-26,0.0,1032.0,cv,1.79,0,0
22515,2012,7,27,2,53.0,23,25.0,1005.0,cv,0.89,0,0
33571,2013,10,30,18,124.0,1,8.0,1026.0,cv,0.89,0,0
12494,2011,6,5,13,43.0,10,33.0,1006.0,SE,14.75,0,0
25801,2012,12,11,0,179.0,-11,-7.0,1032.0,cv,2.68,0,0
24269,2012,10,8,4,259.0,11,11.0,1020.0,cv,1.78,0,0
25448,2012,11,26,7,15.0,-16,1.0,1022.0,NW,42.91,0,0
36647,2014,3,7,22,69.0,-19,4.0,1028.0,SE,1.79,0,0
27442,2013,2,17,9,231.0,-2,-2.0,1020.0,NW,8.04,0,0
27438,2013,2,17,5,253.0,-3,-3.0,1017.0,SE,0.89,0,0
15354,2011,10,2,17,9.0,-3,18.0,1028.0,SE,1.79,0,0
39830,2014,7,18,13,127.0,24,32.0,1007.0,cv,3.58,0,0
29471,2013,5,12,22,79.0,-2,20.0,1002.0,SE,25.48,0,0
13072,2011,6,29,15,190.0,22,30.0,1003.0,SE,22.35,0,0
4213,2010,6,25,12,166.0,15,29.0,1008.0,cv,3.58,0,0
36767,2014,3,12,22,52.0,-20,2.0,1025.0,NW,1.79,0,0
12629,2011,6,11,4,57.0,17,20.0,1003.0,cv,0.89,0,0
2232,2010,4,3,23,164.0,-2,11.0,1010.0,SE,62.14,0,0
27839,2013,3,5,22,274.0,-6,4.0,1014.0,cv,0.89,0,0
17530,2012,1,1,9,16.0,-16,-3.0,1036.0,NE,27.71,0,0
35086,2014,1,1,21,70.0,-14,0.0,1017.0,NE,1.79,0,0
39606,2014,7,9,5,21.0,18,22.0,1005.0,NW,8.5,0,0
38096,2014,5,7,7,151.0,8,14.0,1005.0,NW,1.79,0,0
5445,2010,8,15,20,,13,29.0,1005.0,SE,13.86,0,0
39151,2014,6,20,6,41.0,18,19.0,1007.0,NE,1.79,0,6
22251,2012,7,16,2,84.0,20,23.0,1007.0,SE,28.62,0,0
8052,2010,12,2,11,33.0,-14,5.0,1019.0,NW,97.45,0,0
23417,2012,9,2,16,13.0,18,23.0,1008.0,NW,3.13,0,0
39566,2014,7,7,13,151.0,23,31.0,1002.0,SE,22.81,0,0
30174,2013,6,11,5,62.0,16,17.0,1009.0,cv,0.89,0,0
62,2010,1,3,13,90.0,-11,-9.0,1020.0,SE,111.74,19,0
14721,2011,9,6,8,109.0,16,21.0,1012.0,NE,1.79,0,0
4002,2010,6,16,17,139.0,20,29.0,998.0,SE,23.7,0,0
371,2010,1,16,10,135.0,-14,-9.0,1034.0,NW,9.84,0,0
8419,2010,12,17,18,135.0,-16,1.0,1013.0,cv,0.89,0,0
32480,2013,9,15,7,10.0,2,17.0,1015.0,NE,4.02,0,0
10289,2011,3,5,16,92.0,-5,13.0,1014.0,SE,11.17,0,0
17819,2012,1,13,10,46.0,-14,0.0,1030.0,NW,43.81,0,0
12070,2011,5,18,21,27.0,8,23.0,1004.0,NW,36.64,0,0
20726,2012,5,13,13,124.0,14,20.0,1005.0,SE,99.21,0,0
14885,2011,9,13,4,117.0,18,19.0,1013.0,SE,43.83,0,0
35759,2014,1,29,22,205.0,-10,-4.0,1013.0,NW,8.05,0,0
1489,2010,3,4,0,98.0,-5,2.0,1019.0,SE,4.92,0,0
39274,2014,6,25,9,74.0,18,26.0,1003.0,SE,5.37,0,0
37333,2014,4,5,12,8.0,-18,16.0,1023.0,NW,21.47,0,0
9264,2011,1,21,23,187.0,-19,-8.0,1029.0,NW,1.79,0,0
4515,2010,7,8,2,45.0,17,25.0,1007.0,SE,19.67,0,0
8252,2010,12,10,19,10.0,-18,-1.0,1020.0,NW,152.89,0,0
22503,2012,7,26,14,40.0,24,25.0,1004.0,SE,23.24,0,1
22692,2012,8,3,11,76.0,24,29.0,1008.0,NE,3.58,0,0
10782,2011,3,26,5,76.0,-9,2.0,1026.0,cv,0.89,0,0
27338,2013,2,13,1,229.0,-7,-4.0,1023.0,SE,3.58,0,0
33188,2013,10,14,19,28.0,-3,8.0,1030.0,cv,1.78,0,0
6299,2010,9,20,10,121.0,15,19.0,1013.0,NW,7.16,0,0
30537,2013,6,26,8,186.0,21,22.0,998.0,cv,4.45,0,0
7721,2010,11,18,16,324.0,2,8.0,1018.0,SE,7.6,0,0
34550,2013,12,10,13,16.0,-19,6.0,1016.0,NW,20.12,0,0
39737,2014,7,14,16,39.0,15,36.0,1001.0,SE,13.41,0,0
30916,2013,7,12,3,74.0,20,21.0,1005.0,SE,0.89,0,0
14887,2011,9,13,6,117.0,18,18.0,1013.0,cv,0.89,0,0
19266,2012,3,13,17,68.0,-13,14.0,1015.0,SE,32.63,0,0
21624,2012,6,19,23,160.0,21,24.0,1001.0,SE,36.66,0,4
21090,2012,5,28,17,87.0,12,33.0,1009.0,SE,28.61,0,0
4769,2010,7,18,16,113.0,22,34.0,1004.0,SE,15.2,0,0
17470,2011,12,29,21,79.0,-10,-4.0,1038.0,SE,43.38,0,0
18738,2012,2,20,17,145.0,-15,7.0,1018.0,SE,7.16,0,0
7634,2010,11,15,1,16.0,-8,0.0,1035.0,NW,218.23,0,0
24944,2012,11,5,7,16.0,-4,5.0,1019.0,NW,330.82,0,0
19663,2012,3,30,6,7.0,-11,6.0,1023.0,NW,206.07,0,0
9991,2011,2,21,6,563.0,-5,-3.0,1025.0,cv,1.78,0,0
9573,2011,2,3,20,167.0,-18,2.0,1019.0,SE,21.01,0,0
18236,2012,1,30,19,157.0,-9,-7.0,1027.0,NE,1.78,0,0
10481,2011,3,13,16,24.0,-6,17.0,1013.0,NW,57.66,0,0
15798,2011,10,21,5,275.0,9,9.0,1021.0,cv,1.78,0,0
30727,2013,7,4,6,33.0,20,23.0,994.0,NW,12.07,0,0
7676,2010,11,16,19,135.0,-4,-1.0,1023.0,NW,293.41,0,0
43583,2014,12,21,22,53.0,-16,-1.0,1023.0,SE,11.63,0,0
31860,2013,8,20,11,98.0,20,29.0,1010.0,SE,7.16,0,0
12985,2011,6,26,0,102.0,17,22.0,1009.0,SE,8.05,0,0
42239,2014,10,26,22,12.0,-12,9.0,1030.0,NE,7.15,0,0
26566,2013,1,11,21,292.0,-9,-6.0,1025.0,cv,2.68,0,0
12118,2011,5,20,21,32.0,0,15.0,1015.0,SE,10.29,0,0
25079,2012,11,10,22,12.0,-3,5.0,1018.0,NW,43.8,0,0
15144,2011,9,23,23,225.0,14,16.0,1014.0,SE,8.5,0,0
35435,2014,1,16,10,490.0,-6,-2.0,1028.0,cv,0.89,0,0
3879,2010,6,11,14,100.0,15,24.0,1011.0,SE,1.79,0,0
32503,2013,9,16,6,75.0,12,15.0,1013.0,NE,1.78,0,0
13552,2011,7,19,15,75.0,22,28.0,1001.0,SE,3.13,0,0
12640,2011,6,11,15,85.0,17,29.0,1000.0,SE,5.81,0,0
8384,2010,12,16,7,41.0,-21,-6.0,1021.0,SE,3.58,0,0
6272,2010,9,19,7,84.0,15,16.0,1014.0,NW,5.37,0,0
21550,2012,6,16,21,37.0,16,25.0,1005.0,NW,4.92,0,0
34764,2013,12,19,11,31.0,-20,-3.0,1032.0,NE,16.08,0,0
12452,2011,6,3,19,15.0,3,30.0,1004.0,NW,9.84,0,0
26194,2012,12,27,9,,-14,-10.0,1030.0,NW,26.39,0,0
11188,2011,4,12,3,77.0,-5,8.0,1016.0,cv,0.45,0,0
28528,2013,4,3,15,122.0,-1,17.0,1012.0,SE,36.2,0,0
39873,2014,7,20,8,52.0,23,30.0,1007.0,SE,8.05,0,0
3748,2010,6,6,3,,11,19.0,1011.0,cv,1.78,0,0
41293,2014,9,17,12,44.0,12,20.0,1021.0,cv,1.78,0,0
24644,2012,10,23,19,83.0,7,11.0,1013.0,cv,0.89,0,0
23804,2012,9,18,19,29.0,13,20.0,1008.0,SE,3.58,0,0
25560,2012,11,30,23,51.0,-17,-7.0,1036.0,cv,2.67,0,0
16855,2011,12,4,6,250.0,-7,-5.0,1028.0,cv,0.89,0,0
31519,2013,8,6,6,94.0,22,25.0,999.0,NE,3.58,0,0
43331,2014,12,11,10,16.0,-16,-1.0,1034.0,NE,4.92,0,0
33275,2013,10,18,10,247.0,4,12.0,1026.0,cv,0.89,0,0
7885,2010,11,25,12,49.0,-12,5.0,1025.0,cv,2.68,0,0
9128,2011,1,16,7,19.0,-24,-13.0,1037.0,NW,2.68,0,0
20413,2012,4,30,12,179.0,12,18.0,1009.0,cv,3.58,0,0
4538,2010,7,9,1,86.0,16,25.0,1007.0,SE,33.08,0,0
37016,2014,3,23,7,150.0,-4,5.0,1026.0,NW,1.79,0,0
37210,2014,3,31,9,199.0,4,16.0,1017.0,cv,1.78,0,0
22682,2012,8,3,1,77.0,23,24.0,1009.0,SE,10.73,0,0
20141,2012,4,19,4,61.0,13,14.0,1011.0,cv,0.89,0,0
32470,2013,9,14,21,37.0,11,17.0,1011.0,NE,6.26,0,0
9108,2011,1,15,11,10.0,-26,-7.0,1041.0,NW,279.84,0,0
13761,2011,7,28,8,226.0,24,26.0,1005.0,SE,54.98,0,0
29612,2013,5,18,19,68.0,13,22.0,1003.0,SE,63.03,0,0
12237,2011,5,25,20,47.0,8,23.0,1012.0,SE,266.9,0,0
18249,2012,1,31,8,147.0,-10,-5.0,1023.0,NE,4.02,0,0
29253,2013,5,3,20,66.0,6,19.0,1016.0,SE,20.11,0,0
12279,2011,5,27,14,,15,28.0,1010.0,SE,7.15,0,0
9328,2011,1,24,15,79.0,-19,0.0,1031.0,cv,0.89,0,0
24136,2012,10,2,15,169.0,11,25.0,1012.0,SE,6.71,0,0
483,2010,1,21,2,17.0,-20,-7.0,1038.0,NW,95.19,0,0
36835,2014,3,15,18,116.0,-11,19.0,1009.0,SE,12.97,0,0
15417,2011,10,5,8,,12,12.0,1015.0,cv,1.78,0,0
10771,2011,3,25,18,17.0,-13,13.0,1025.0,SE,6.26,0,0
42898,2014,11,23,9,113.0,0,5.0,1026.0,NW,6.71,0,0
30295,2013,6,16,6,140.0,17,23.0,1004.0,SE,9.39,0,0
21862,2012,6,29,21,83.0,21,23.0,1004.0,cv,0.89,0,0
37515,2014,4,13,2,131.0,2,11.0,1017.0,cv,0.89,0,0
7263,2010,10,30,14,12.0,-6,20.0,1026.0,cv,1.79,0,0
27433,2013,2,17,0,271.0,-3,0.0,1019.0,SE,1.79,0,0
236,2010,1,10,19,83.0,-15,-6.0,1032.0,NW,27.27,0,0
43478,2014,12,17,13,172.0,-17,2.0,1028.0,SE,1.79,0,0
24665,2012,10,24,16,31.0,-5,24.0,1009.0,NW,28.16,0,0
713,2010,1,30,16,32.0,-23,7.0,1017.0,NW,52.73,0,0
11881,2011,5,11,0,80.0,13,16.0,1006.0,SE,45.6,0,0
8759,2010,12,31,22,16.0,-21,-7.0,1032.0,NW,559.68,0,0
29875,2013,5,29,18,18.0,-9,31.0,1006.0,NW,135.44,0,0
36964,2014,3,21,3,12.0,-17,10.0,1023.0,NW,17.88,0,0
21238,2012,6,3,21,92.0,18,20.0,1005.0,cv,0.89,0,0
27539,2013,2,21,10,186.0,-5,-2.0,1030.0,cv,0.89,0,0
875,2010,2,6,10,80.0,-11,-5.0,1032.0,SE,4.92,0,0
17181,2011,12,17,20,128.0,-15,-6.0,1033.0,cv,1.34,0,0
40018,2014,7,26,9,113.0,20,29.0,1009.0,cv,2.67,0,0
20989,2012,5,24,12,,-4,26.0,1012.0,NW,4.02,0,0
29652,2013,5,20,11,34.0,-8,26.0,1002.0,SE,19.67,0,0
36706,2014,3,10,9,81.0,-8,1.0,1027.0,SE,1.79,0,0
5364,2010,8,12,11,93.0,21,29.0,1001.0,cv,0.89,0,0
14382,2011,8,23,5,,18,19.0,1013.0,NW,4.02,0,0
30515,2013,6,25,10,150.0,20,23.0,1001.0,NE,1.79,0,0
28548,2013,4,4,11,87.0,-5,11.0,1015.0,cv,2.67,0,0
7227,2010,10,29,2,76.0,1,3.0,1028.0,NW,5.37,0,0
20878,2012,5,19,21,,17,25.0,1011.0,NW,5.81,0,1
41402,2014,9,22,1,77.0,17,20.0,1019.0,cv,0.89,0,0
19415,2012,3,19,22,95.0,-2,3.0,1024.0,SE,4.92,0,0
1005,2010,2,11,20,20.0,-21,-5.0,1036.0,NW,3.13,0,0
8315,2010,12,13,10,19.0,-24,-5.0,1031.0,NE,82.24,0,0
17496,2011,12,30,23,195.0,-10,-8.0,1030.0,NW,6.26,0,0
16488,2011,11,18,23,99.0,5,6.0,1019.0,SE,32.2,0,3
28308,2013,3,25,11,112.0,-8,6.0,1023.0,cv,3.58,0,0
20884,2012,5,20,3,,17,19.0,1013.0,NW,3.13,0,0
41428,2014,9,23,3,96.0,18,19.0,1017.0,NW,4.02,0,5
10143,2011,2,27,14,31.0,-4,1.0,1027.0,NE,43.35,0,0
36185,2014,2,16,16,185.0,-12,6.0,1029.0,SE,7.6,0,0
3133,2010,5,11,12,16.0,2,22.0,1015.0,NE,4.92,0,0
43197,2014,12,5,20,115.0,-15,-6.0,1025.0,cv,0.89,0,0
39853,2014,7,19,12,66.0,23,36.0,1009.0,SE,10.28,0,0
42587,2014,11,10,10,42.0,-6,10.0,1023.0,NW,16.11,0,0
34930,2013,12,26,9,17.0,-23,-3.0,1036.0,NW,219.94,0,0
15951,2011,10,27,14,237.0,5,17.0,1021.0,SE,9.84,0,0
31493,2013,8,5,4,54.0,18,20.0,998.0,NW,1.79,0,0
19744,2012,4,2,15,55.0,-6,11.0,1014.0,SE,14.75,0,0
27533,2013,2,21,4,159.0,-6,-5.0,1030.0,SE,8.5,0,0
27751,2013,3,2,6,12.0,-15,-5.0,1035.0,NW,8.05,0,0
40385,2014,8,10,16,23.0,16,33.0,1000.0,SE,4.02,0,0
20563,2012,5,6,18,141.0,9,26.0,1003.0,SE,28.16,0,0
14904,2011,9,13,23,120.0,18,20.0,1012.0,cv,2.67,0,0
35110,2014,1,2,21,232.0,-8,0.0,1017.0,SE,0.89,0,0
5578,2010,8,21,9,50.0,20,23.0,1012.0,NW,4.92,0,4
30210,2013,6,12,17,87.0,14,26.0,1006.0,SE,24.58,0,0
20962,2012,5,23,9,12.0,0,24.0,1014.0,NE,10.28,0,0
34571,2013,12,11,10,16.0,-21,3.0,1021.0,SE,14.76,0,0
41742,2014,10,6,5,27.0,4,6.0,1026.0,NW,1.79,0,0
41933,2014,10,14,4,47.0,0,4.0,1022.0,NW,4.92,0,0
15566,2011,10,11,13,109.0,11,21.0,1023.0,SE,3.13,0,0
31679,2013,8,12,22,64.0,22,27.0,1005.0,SE,1.79,0,0
30770,2013,7,6,1,38.0,20,26.0,1000.0,SE,31.3,0,0
23328,2012,8,29,23,229.0,22,26.0,1009.0,SE,4.92,0,0
13647,2011,7,23,14,299.0,27,31.0,1002.0,SE,1.79,0,0
8296,2010,12,12,15,118.0,-11,2.0,1016.0,NE,1.79,0,0
29056,2013,4,25,15,9.0,-12,23.0,1011.0,NW,141.24,0,0
38131,2014,5,8,18,67.0,5,21.0,1011.0,SE,32.62,0,0
24305,2012,10,9,16,11.0,-3,21.0,1014.0,NW,76.44,0,0
4813,2010,7,20,12,34.0,19,30.0,1003.0,NW,26.82,0,0
2142,2010,3,31,5,,5,7.0,1014.0,cv,0.45,0,0
27969,2013,3,11,8,105.0,-7,3.0,1023.0,SE,1.79,0,0
